caption	image
RobertoCavalli fw23 The woman is wearing a brown fur coat, a brown dress, and brown boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230027-beb2cd382d7b7d3a9fc1.JPG
RobertoCavalli fw23 The clothes are made of fur and have a brown color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230028-5dfea04504e997f60054.JPG
RobertoCavalli fw23 The woman is wearing a dress made of a brown material, and she is also wearing a brown coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230029-6730999366c3d8ddc0f4.JPG
RobertoCavalli fw23 The woman is wearing a dress made of leather, which is a unique and unconventional choice for clothing.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230030-b76a4e8dd8673bdde864.JPG
RobertoCavalli fw23 The woman is wearing a dress made of silk, which is a lightweight and luxurious fabric, and the dress is blue and white	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230031-88dee7ed8ec792e71048.JPG
RobertoCavalli fw23 The woman is wearing a black dress with lace and a black coat, both made of leather.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230032-dc1a8d291b7c3074dc7f.JPG
RobertoCavalli fw23 The woman is wearing a blue jacket, a black vest, and a white dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230033-ce9aa5505058462beb73.JPG
RobertoCavalli fw23 The woman is wearing a dress made of fur, which is a unique and unconventional choice for clothing.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230034-64ae895b42b6c5fec262.JPG
RobertoCavalli fw23 The woman is wearing a dress made of a material that appears to be a mix of leather and lace, and it is blue in color	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230035-11531b2fa3310b8750c5.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a lace top and a black skirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230036-ce0f930c66483b1f40df.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a leopard print pattern, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230037-f024762e3ecaa9ed72bb.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a white pattern, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230038-6028ec243a39f0f952df.JPG
RobertoCavalli fw23 The woman is wearing a brown fur coat, a black dress, and black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230039-94c9defc11271ffbc728.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a lace pattern and a black coat, which is made of a sheer material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230040-0f8e7144a7bf1170628f.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a lace pattern and a black and white checkered skirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230041-71fa6e6f4a58340c3962.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a lace pattern and a blue jacket.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230042-5c37143a5561fb5d0ccf.JPG
RobertoCavalli fw23 The woman is wearing a black dress and a fur coat, which is a combination of two different materials and colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230043-978957c4810cec94aa05.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a lace pattern and black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230044-204218d9831f8f0e84e3.JPG
RobertoCavalli fw23 The woman is wearing a black dress, which is made of velvet, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230045-b8c6b99ce68f1651eb87.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a zebra print pattern, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230046-48fbabffab671aa54f00.JPG
RobertoCavalli fw23 The woman is wearing a black dress, which is made of a material that appears to be silk, and she is also wearing a gold	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230047-e7c4e761cc96f80ebe2d.JPG
RobertoCavalli fw23 The man is wearing a black and white outfit, which consists of a black shirt and a white jacket.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230048-8ed78facf8b47db8f157.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a fur coat, which is a combination of a dress and a coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230049-3b331113f20dc03c72cf.JPG
RobertoCavalli fw23 The woman is wearing a black leather jacket, a black skirt, and a black top, all of which are black in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230050-2949e3a0bb75dbe75218.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a lacy pattern and a black coat, which is made of lace material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230051-7b2fae791e9f3ed0ecf3.JPG
RobertoCavalli fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230052-6194c0446809126076dd.JPG
RobertoCavalli fw23 The woman is wearing a black dress with a lace pattern, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/robertocavalliaw230053-45bbeb0b709874e44c50.JPG
DelCore fw23 The woman is wearing a white suit, which is made of leather, and she is also wearing a white coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230001-be7aa793f862abc69fc2.JPG
DelCore fw23 The woman is wearing a white dress and a black jacket, which is a combination of light and dark colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230002-dee93dac975a740c2657.JPG
DelCore fw23 The clothes are made of white materials, and the dress is white and blue.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230003-464fb56c3d657624f750.JPG
DelCore fw23 The clothes are made of black materials, and they are predominantly black in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230004-88b1bb520148a425083a.JPG
DelCore fw23 The woman is wearing a black dress with a sheer top and a black skirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230005-e5c22dd5fc6d68f132da.JPG
DelCore fw23 The clothes are made of black materials, and they are designed to be worn during the summer season.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230006-e06b15666bcd16d46380.JPG
DelCore fw23 The woman is wearing a black coat, which is made of wool, and she is also wearing black boots.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230007-fb6b6cd42ab988a4f687.JPG
DelCore fw23 The clothes in the image are made of white materials, and the woman is wearing a white coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230008-f2d3b0780c12ea50004b.JPG
DelCore fw23 The woman is wearing a black dress and a black coat, which are made of leather.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230009-9282cd497a667053b9dc.JPG
DelCore fw23 The clothes are made of leather and have a black and white color scheme.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230010-1cf7e7518422f7c5fb2b.JPG
DelCore fw23 The woman is wearing a dress made of a floral print fabric, which is a mix of blue and white colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230011-93320f3ba9112f3fd6e0.JPG
DelCore fw23 The woman is wearing a dress made of silk, which is a lightweight and luxurious fabric, and the dress is blue and white	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230012-41f7aca07c61afd1eef8.JPG
DelCore fw23 The clothes are made of materials like fur, leather, and silk, and they come in various colors such as green, brown, and black	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230013-251a3aa342058dd8919c.JPG
DelCore fw23 The woman is wearing a blue dress and a purple coat, which are both made of silk.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230014-ed044fb15325a5f07f00.JPG
DelCore fw23 The woman is wearing a dress made of a flowery print fabric, and she is carrying a black purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230015-ea1cd28bf4f57699f1c6.JPG
DelCore fw23 The woman is wearing a dress made of silk, which is a lightweight and luxurious fabric, and the dress is blue in color	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230016-73fc10807a4f90a358fa.JPG
DelCore fw23 The clothes are made of fur and have a black and white color scheme.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230017-f58aa99ed9bd72bccf48.JPG
DelCore fw23 The woman is wearing a black dress made of silk and a black tie.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230018-4da04e9b74630198151f.JPG
DelCore fw23 The dress is made of a blue material, and it is decorated with flowers.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230019-70594c9143a751e7906c.JPG
DelCore fw23 The woman is wearing a black dress made of velvet, which is a type of fabric with a distinctive texture and appearance.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230020-db851de4895782036e97.JPG
DelCore fw23 The woman is wearing a blue suit with a matching blue tie, and she is also wearing a matching blue purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230021-1b60c6a91134fab9f4a6.JPG
DelCore fw23 The woman is wearing a blue suit with a floral print, which is a combination of a jacket and pants.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230022-56bd6296fe9f8a8efa7e.JPG
DelCore fw23 The woman is wearing a black dress, which is made of a material that is likely to be a synthetic fabric, and the dress has a	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230023-3ffc088d9ea1f5fa692d.JPG
DelCore fw23 The clothes are made of leather and have a blue color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230024-4291fe56d2d1aa036300.JPG
DelCore fw23 The woman is wearing a black dress, which is made of velvet, and she has a blue bag.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230025-0bcd79c2e3c73590ebda.JPG
DelCore fw23 The clothes are made of a mix of materials, including silk, and feature blue and black colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230026-2ea0183cfa026af7decc.JPG
DelCore fw23 The woman is wearing a black dress with a knitted design, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230027-54f6390fbce2aab45887.JPG
DelCore fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230028-741f6333bad4f672ccb9.JPG
DelCore fw23 The clothes are made of black and white materials, and the woman is wearing a black and white outfit.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230029-7653ca07f4ca4a555822.JPG
DelCore fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/delcoreaw230030-93d6ae2b7a32d7128c0f.JPG
N°21 fw23 The woman is wearing a black coat, which is made of leather, and a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230001-aa831c8959ea0927a1f7.jpg
N°21 fw23 The woman is wearing a black and white outfit, which consists of a black leather jacket and a white shirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230002-033f15c70b1c99a47240.jpg
N°21 fw23 The clothes in the image are made of leather and are predominantly black.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230003-21937ce218b54eec7479.jpg
N°21 fw23 The clothes in the image are made of leather and black, with the woman wearing a black leather dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230004-3057a4eb0af333ac58dc.jpg
N°21 fw23 The clothes are made of a combination of black and grey materials, with the woman wearing a black shirt and grey shorts.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230005-5143aea4.jpg
N°21 fw23 The woman is wearing a black skirt and a black and white top, both of which are made of wool.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230006-c62e5e7a7485e1342a7a.jpg
N°21 fw23 The woman is wearing a black dress, which is made of a sheer material, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230007-d1c3c6ae0db2f2b0652e.jpg
N°21 fw23 The woman is wearing a dress made of wool, which is a natural fiber, and a coat made of fur, which is a type	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230008-abee4543a07f40773267.jpg
N°21 fw23 The clothes are made of wool, which is a natural fiber, and the colors are predominantly gray and black.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230009-f81611f64b5051793b4e.jpg
N°21 fw23 The woman is wearing a dress made of a shiny material, which is likely to be a metallic fabric, and it is black in	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230010-2d4621982620014d107e.jpg
N°21 fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230011-21e22e642cc7989082b6.jpg
N°21 fw23 The clothes in the image are made of wool, which is a natural and warm material, and they are predominantly black and grey in color	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230012-eb5a7fb6f6f2c609f6c3.jpg
N°21 fw23 The woman is wearing a black dress, which is made of silk, and she is carrying a black purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230013-620b73a2486daa73e3ec.jpg
N°21 fw23 The woman is wearing a blue dress, which is made of wool, and she is carrying a black bag.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230014-3dd177acf0d293d96d49.jpg
N°21 fw23 The clothes in the image are made of materials like silk and cotton, and they come in various colors, including blue, grey, and white	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230015-0e1b5edc86e43b892f62.jpg
N°21 fw23 The woman is wearing a dress made of a green material, and she is also wearing a green shirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230016-a0008be2b62788246db7.jpg
N°21 fw23 The woman is wearing a dress made of lace and a blue coat, which are both light-colored materials.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230017-dd56f7ec381483f37182.jpg
N°21 fw23 The woman is wearing a dress made of a light green material, and she is also wearing a green belt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230018-e15bce89b2c45cda09b8.jpg
N°21 fw23 The woman is wearing a dress made of a shiny material, which is likely to be metallic, and it is silver in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230019-35f2ff70c37fe4115057.jpg
N°21 fw23 The clothes in the image are made of materials like leather and silk, and they come in various colors, including blue, white, and black	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230020-c5af4c6fefcb8b290e02.jpg
N°21 fw23 The clothes are made of wool and have a gray and blue color scheme.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230021-404668afba014a4a5b4f.jpg
N°21 fw23 The woman is wearing a dress made of silk, which is a lightweight and luxurious fabric, and the dress is green in color	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230022-4b43e3d61f8ec94fc32a.jpg
N°21 fw23 The clothes are made of lightweight materials, such as silk, and are predominantly white and blue in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230023-3ce206d7a602c6e93a74.jpg
N°21 fw23 The woman is wearing a dress made of silk, which is a lightweight and luxurious fabric, and the dress is white, a	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230024-83ef547e12fae9792e3d.jpg
N°21 fw23 The woman is wearing a dress made of silk, which is a lightweight and luxurious fabric, and the dress is blue.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230025-3de0176c7c833b487363.jpg
N°21 fw23 The woman is wearing a black dress, which is made of wool, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230026-c8169d68964c6e3059b4.jpg
N°21 fw23 The woman is wearing a black dress, which is made of lace, and she is standing in front of a black and white carpet.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230028-374cb98475ccc3550293.jpg
N°21 fw23 The woman is wearing a black dress, which is made of leather, and she has a black coat on as well.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230029-38a3a5bb5343538af2d0.jpg
N°21 fw23 The woman is wearing a black dress and a white shirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230030-26fa9d3ccbf648cc7f27.jpg
N°21 fw23 The clothes in the image are made of black and white materials, with the woman wearing a black dress and a black and white coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230031-21a3d9280eff966ab137.jpg
N°21 fw23 The woman is wearing a black fur coat, a white shirt, and black pants.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230032-7ea2d9d630be32109afe.jpg
N°21 fw23 The woman is wearing a black dress, a black coat, and a black handbag.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230033-75b7713406af9056bb2e.jpg
N°21 fw23 The woman is wearing a black dress with a feather design and a matching black purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/ndeg21aw230034-140db8c86bba95a8fe96.jpg
DanielaGregis fw23 The woman is wearing a white dress and a black coat, which is a combination of summer and winter clothes.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230001-794a264af2f69099bc79.jpg
DanielaGregis fw23 The clothes are made of cotton, and they are black and white in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230002-c7ef9a6da3c2f9090317.jpg
DanielaGregis fw23 The woman is wearing a dress made of linen, which is a natural fiber material, and a blue sweater, which is a kn	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230003-c750ba60cb99d05d3891.jpg
DanielaGregis fw23 The woman is wearing a long, light blue dress and white shoes.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230004-dc2a9fb566e1685ab534.jpg
DanielaGregis fw23 The woman is wearing a long, knitted sweater in a light blue color, and she is also wearing a hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230005-cbe85bccf9b3c99504c0.jpg
DanielaGregis fw23 The woman is wearing a black and white outfit, which consists of a black top and a white skirt.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230006-a4308d23b5c8ec35237a.jpg
DanielaGregis fw23 The woman is wearing a blue dress, which is made of a woven material, and she is carrying a black bag.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230007-11ba28f815ca68d2f492.jpg
DanielaGregis fw23 The woman is wearing a black dress with a white collar and a white stripe, and she is also wearing a white hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230008-52b966d6d4cd6033701b.jpg
DanielaGregis fw23 The man is wearing a white jacket and blue pants, which are suitable for the summer season.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230009-0f21efa741b860865141.jpg
DanielaGregis fw23 The woman is wearing a dress made of a light-colored fabric, possibly white, and a matching blue coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230010-dea5503a99a749f98539.jpg
DanielaGregis fw23 The woman is wearing a black dress, a black hat, and a black purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230011-f004b44df1982d920c83.jpg
DanielaGregis fw23 The woman is wearing a blue dress, which is made of a wool material, and she is also wearing a blue coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230012-72080997b19528ea42b1.jpg
DanielaGregis fw23 The woman is wearing a blue coat, a white hat, and a blue dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230013-08406dcfa4c14540ed6e.jpg
DanielaGregis fw23 The woman is wearing a black and white dress, which is made of a material that resembles a painting. She also has a blue bag	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230014-d8c7398315b988591e3f.jpg
DanielaGregis fw23 The woman is wearing a blue coat, which is made of a wool material, and she is also wearing a black and white striped	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230015-c91c766bfabb73065dee.jpg
DanielaGregis fw23 The man is wearing a black and white striped jacket, which is made of a wool material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230016-ba41ccc0455b7ad72b32.jpg
DanielaGregis fw23 The woman is wearing a black and white dress, which is made of wool, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230017-29ceb70341fcafcd6db0.jpg
DanielaGregis fw23 The woman is wearing a black dress, a white hat, and a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230018-f220edc5f14c9d994528.jpg
DanielaGregis fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230019-5834fd4d4123a914f9a5.jpg
DanielaGregis fw23 The clothes are made of a mix of black, white, and blue materials, creating a visually striking and unique appearance.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230020-8506b68fa9d5f4de8406.jpg
DanielaGregis fw23 The clothes are made of a mix of materials, including a black jacket, a blue shirt, and a purple skirt. The colors	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230021-27c8872ab2f1f2aae5f2.jpg
DanielaGregis fw23 The woman is wearing a blue coat, which is made of wool, and she is also wearing a blue dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230022-c107b4e8aea5d16ece53.jpg
DanielaGregis fw23 The woman is wearing a blue plaid shirt and a black coat, which are both made of wool.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230023-8a2426206091a9e1b151.jpg
DanielaGregis fw23 The woman is wearing a black and white striped outfit, which consists of a black and white sweater and a black and white skirt	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230024-f54489ffeb9aab31bdb3.jpg
DanielaGregis fw23 The woman is wearing a blue plaid coat, which is made of wool, and she is carrying a purple bag.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230025-122410fa0a27f0e04450.jpg
DanielaGregis fw23 The clothes are made of plaid material, which is a checkered pattern, and they are blue and black in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230026-31f5ced874d4161d0c02.jpg
DanielaGregis fw23 The woman is wearing a black and blue outfit, which consists of a black jacket and a blue dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230027-c057250ec9406b7cdb72.jpg
DanielaGregis fw23 The woman is wearing a blue and white striped shirt, a black jacket, and a black hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230028-0bcf7cc5ff815c9e0d8e.jpg
DanielaGregis fw23 The woman is wearing a black dress with a white collar, and she is also wearing a blue scarf.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230029-52c614a087c7e1190f2c.jpg
DanielaGregis fw23 The woman is wearing a black dress, which is made of a sheer material, and she is also wearing a blue scarf.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230030-67e22a5e7b5406b04e72.jpg
DanielaGregis fw23 The woman is wearing a blue coat, a black dress, and a blue purse.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230031-0689f05dc9ecce7e7ae4.jpg
DanielaGregis fw23 The woman is wearing a blue winter coat, which is made of a heavy material, and she is also wearing a blue hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230032-2a2e7f8aefe8d148ef9d.jpg
DanielaGregis fw23 The clothes are made of black and white materials, and the woman is wearing a black dress.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230033-0f3433799f797100e266.jpg
DanielaGregis fw23 The woman is wearing a dress made of a material that resembles a checkerboard pattern, and it is blue and white in color.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230034-035321e4c6558fe8941c.jpg
DanielaGregis fw23 The woman is wearing a black dress and a blue scarf, which are made of cotton.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230035-f0ffba76a383fc24b4ad.jpg
DanielaGregis fw23 The woman is wearing a black coat, a white shirt, and a black hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230036-4d46beba64915c47a0e4.jpg
DanielaGregis fw23 The woman is wearing a blue dress, which is made of silk, and she is also wearing a blue hat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230037-0acfd3632354e2b91170.jpg
DanielaGregis fw23 The woman is wearing a dress made of a light blue fabric, and she is holding a white scarf.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/danielagregisaw230038-bf54e2e37e3f6b80c162.jpg
AntonioMarras fw23 The woman is wearing a black dress with a white heart on it, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/antoniomarrasaw230001-eb04065d12efb7dda2a3.JPG
AntonioMarras fw23 The man is wearing a suit made of black and white materials, which is a combination of black and white colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/antoniomarrasaw230002-5a1cb45623f0b462c9b8.JPG
AntonioMarras fw23 The woman is wearing a black and white dress, which is made of lace, and she is also wearing a black coat.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/antoniomarrasaw230003-11c4356d84f9c89c73a2.JPG
AntonioMarras fw23 The man is wearing a suit made of a combination of black and gray materials, and the suit has a floral pattern.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/antoniomarrasaw230004-e1c9a74ab46cb303839b.JPG
AntonioMarras fw23 The clothes are made of fur and have a combination of white and gray colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/antoniomarrasaw230005-2c4f5639658f47d4df64.JPG
AntonioMarras fw23 The woman is wearing a white fur coat, which is made of fur, and a white dress, which is made of a different material.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/antoniomarrasaw230006-72d7e89c08bb12a64ccb.JPG
AntonioMarras fw23 The man is wearing a suit made of wool, which is a natural fiber, and a tie made of silk, which is a	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/antoniomarrasaw230007-3cc6c64fcd18fef37c25.JPG
AntonioMarras fw23 The clothes are made of materials like fur and have a combination of black, white, and gray colors.	/home/modalyeon/aiffelthon/fromage/datasets/images/cc3m/training/antoniomarrasaw230008-4909c10ae586c5e5c92e.JPG
